stop_id,stop_name,stop_lat,stop_lon,stop_code
1419,Bysewo 04,54.375436713892,18.462783767121,1419
1422,Ogrody Działkowe "Rębiechowo" II 01,54.377158954083,18.454915905356,1422
1425,Przyrodników 02,54.384249053792,18.432697547592,1425
1431,Potokowa 04,54.373550206336,18.568071440937,1431
1433,Ogrodowa 02,54.369500583184,18.570989891323,1433
1437,Potokowa - Matemblewska 02,54.366529763856,18.563205770679,1437
1443,Kopalniana 01,54.390312986098,18.617020923911,1443
1446,Korczaka 01,54.399254322614,18.608659893451,1446
100,Targ Rybny 01,54.353372604844,18.657820830395,100
101,Port Lotniczy 01,54.382631612416,18.467622660464,101
114,Wrzeszcz PKP 03,54.381300581312,18.604529431907,114
115,Wrzeszcz PKP 04,54.381360689356,18.604387320816,115
118,Oliwa PKP 02,54.410948497356,18.572993437591,118
119,Oliwa PKP 03,54.411662177226,18.574060965136,119
143,Przegalina 01,54.311238663189,18.917071600416,143
158,Sztutowska 01,54.353945634401,18.71868830277,158
159,Jelitkowo 06,54.423437310172,18.593746331061,159
171,Pruszcz Gdański Komarowo 01,54.247410849091,18.650982124836,171
176,Kukawka 01,54.444030078338,18.457586488617,176
191,Łostowice Świętokrzyska 06,54.323348106842,18.606161813134,191
199,Jasień Pólnicy 01,54.34110710622,18.561033165075,199
206,Stogi 04,54.362646467691,18.716250956139,206
208,Nowy Port Góreckiego 01,54.400050460557,18.670984786667,208
292,Zajezdnia NOWY PORT T1,54.397108531207,18.673662810791,292
320,Oliwa 09,54.409680497284,18.567612593078,320
325,Nowy Port Szaniec Zachodni 01,54.396259080559,18.673433581032,325
1006,Łagiewniki 01,54.358500562635,18.649694314557,1006
1009,Plac Solidarności 04,54.35938322942,18.647473540957,1009
1017,Dworzec Główny 12,54.355672382771,18.645269225974,1017
1022,Dworzec Główny 13,54.354954321072,18.645787428002,1022
1024,Tamka 01,54.35912242319,18.70534865369,1024
1025,Hucisko 04,54.351993323265,18.644694806127,1025
1026,Hucisko 03,54.351712523042,18.644126061155,1026
1033,Brama Wyżynna 04,54.350305166404,18.645714750625,1033
1036,Chłodna 02,54.343327655416,18.662746641538,1036
1044,Elbląska 05,54.349135471838,18.67020362737,1044
1057,Kępna 01,54.359130696992,18.745845277099,1057
1062,Baza Manipulacyjna 02,54.353675891581,18.757040230002,1062
1064,Łęczycka 02,54.356011395508,18.763238657998,1064
1065,Wosia Budzysza 01,54.360862898287,18.691967426664,1065
1069,Sucharskiego - PKP 01,54.376569090344,18.682647462939,1069
1072,Ku Ujściu 02,54.377388235414,18.679429056113,1072
1083,Borska 01,54.348355564762,18.47894979883,1083
1085,Brodnicka 01,54.345683977482,18.476728236961,1085
1093,Przejazd Kolejowy 01,54.366200236654,18.673578809237,1093
1094,Przejazd Kolejowy 02,54.365581889974,18.673213506825,1094
1097,Kujawska 01,54.376725780704,18.670242409164,1097
1103,Węzeł Elbląska 02,54.348935438952,18.692066784931,1103
1106,Tarcice 01,54.352359942583,18.708541974834,1106
1109,Michałki 02,54.347012773173,18.71764139981,1109
1119,Soplicy 02,54.345033717682,18.60807097388,1119
1123,Klonowicza 01,54.386943776193,18.629446255298,1123
1127,Meissnera 02,54.402784537431,18.60398579736,1127
1128,Olsztyńska 03,54.405491322805,18.604028260419,1128
1132,Kanałowa 01,54.342795939988,18.839147507612,1132
1143,Trałowa - Szkoła 02,54.337060759667,18.909551155062,1143
1144,Kempingowa 01,54.336551717911,18.916499438276,1144
1148,Przystań 01,54.334356729142,18.934177112697,1148
1152,Uzdrowiskowa 01,54.322595516004,18.93189101279,1152
1159,Benzynowa 02,54.341664551189,18.753109564377,1159
1162,Naftowa 01,54.342868107253,18.769522380337,1162
1170,Cedrowa 02,54.339170164701,18.586302928962,1170
1171,Cedrowa 01,54.339480198562,18.585623184267,1171
1175,Jodowa 02,54.346196935508,18.819827486829,1175
1176,Tęczowa 01,54.348292000893,18.809929829135,1176
1178,Nadwiślańska 01,54.348895596998,18.803573180603,1178
1195,Urząd Wojewódzki / Marszałkowski 02,54.342770808976,18.646130156997,1195
1196,Brama Nizinna 01,54.340525010204,18.64805864195,1196
1198,Mostowa 01,54.336346699646,18.648620310392,1198
1203,Brama Oruńska 02,54.339405936566,18.639553004618,1203
1204,Stare Szkoty 01,54.335933138812,18.636659868611,1204
1215,Ukośna 02,54.310945751746,18.629559650749,1215
1221,Ostróżek 02,54.290362776185,18.636627945235,1221
1228,Ptasia 01,54.330152451614,18.626578047412,1228
1229,Małomiejska 02,54.32945284215,18.618450754256,1229
1231,Platynowa 03,54.326298209889,18.611219753868,1231
1232,Platynowa 01,54.327313210157,18.61117628537,1232
1235,Dom Pomocy Społecznej 02,54.310020528999,18.619558070487,1235
1239,Stoczniowców 02,54.343254917108,18.631823679212,1239
1251,Odrzańska 04,54.345636065047,18.625362430887,1251
1252,Worcella 01,54.341151765,18.626359552094,1252
1253,Drwęcka (n/ż) 01,54.344833573125,18.617945876272,1253
1256,Węzeł Elbląska 01,54.349010392011,18.690816105623,1256
1264,Emaus 01,54.347458047406,18.604298477086,1264
1277,Źródlana 02,54.341981973933,18.553626617341,1277
1284,Inżynierska 01,54.351552868795,18.502131819908,1284
1289,Transportowców 02,54.358087051186,18.4912219892,1289
1292,Kokoszki - Poczta 01,54.363854790595,18.48110992072,1292
1293,Kokoszki - Poczta 02,54.363921123284,18.479550968851,1293
1298,Centrostal 01,54.366360386161,18.4676698489,1298
1303,Schronisko dla zwierząt "Promyk" 02,54.369490747394,18.461764808464,1303
1306,Lawendowe Wzgórze 03,54.328399824469,18.569722299121,1306
1309,Emaus 03,54.346675369183,18.602912932772,1309
1315,Przemyska 06,54.331959398252,18.595262805018,1315
1317,Płocka 04,54.329224740138,18.597883482681,1317
1324,Przemian 01,54.304902524424,18.603989207775,1324
1325,Przemian 02,54.304475470444,18.60421386218,1325
1328,Hevelianum 01,54.352763473835,18.634893354279,1328
1329,Hevelianum 02,54.352467564258,18.635849152817,1329
1330,Płowce 01,54.355914940444,18.630110228823,1330
1333,Wyczółkowskiego 02,54.356183201378,18.617258243949,1333
1334,Wagnera 01,54.355731606685,18.613513497402,1334
1338,Kurpińskiego 01,54.355240689071,18.596934808788,1338
1343,Park Naukowo - Technologiczny 01,54.354579867634,18.595803673285,1343
1348,Uphagena 01,54.376683320845,18.615146690239,1348
1350,Siedlicka 01,54.370095264967,18.612495491433,1350
1356,Pomorskie Szkoły Rzemiosł 01,54.360945544665,18.609870759799,1356
1357,Schumana 02,54.359224887267,18.603798213686,1357
1359,Schuberta 02,54.35742208284,18.599485657801,1359
1364,Na Wzgórzu - Teatr Leśny 01,54.370660788686,18.597958676076,1364
1366,Falista 01,54.367620922392,18.592932355314,1366
1380,Kolumba 03,54.360334668727,18.577888400109,1380
1381,Kolumba 04,54.360117030331,18.577347056445,1381
1390,Potokowa 01,54.374643523836,18.56879212237,1390
1392,Rybacka 01,54.424281907587,18.57753959358,1392
1401,Astronautów 02,54.377204838645,18.504023463304,1401
1402,Szybowcowa 01,54.378814210823,18.488432895572,1402
1405,Wrzeszczańska 01,54.390687193316,18.633297139565,1405
1407,Wojnarskiego 01,54.384565112101,18.48614083202,1407
1414,Nowatorów 01,54.365308347918,18.493491238132,1414
1417,Kosmonautów 02,54.37282597652,18.473323309286,1417
1421,Ogrody Działkowe "Rębiechowo" II 02,54.377691822535,18.453327502443,1421
1424,Ogrody Działkowe "Rębiechowo" I 01,54.378522833183,18.44925649414,1424
1434,Ogrodowa 01,54.371393043077,18.570323828833,1434
1436,Dolne Młyny 01,54.366482287335,18.568427690219,1436
1439,Podkarpacka 01,54.377979089506,18.566130938904,1439
1445,Drzewieckiego 01,54.395442966603,18.612764060311,1445
1452,Biała 01,54.378018679482,18.6153926438,1452
1454,Bora-Komorowskiego 04,54.408961247098,18.587320236443,1454
1459,Park Reagana 02,54.414166236322,18.599036893973,1459
1467,Kołobrzeska 06,54.404282110522,18.593404487378,1467
1470,Krynicka 01,54.403306111187,18.587744804714,1470
1473,Obrońców Wybrzeża 02,54.409171936126,18.59743322055,1473
1475,Przymorze Wielkie 02,54.41024370353,18.603411985696,1475
1479,Zaspa - Szpital 02,54.402336611659,18.609959749788,1479
102,Port Lotniczy 02,54.382731667792,18.467678105692,102
103,Port Lotniczy 03,54.382795163309,18.467704998868,103
128,Migowo 03,54.352862414818,18.576465883798,128
132,Orunia Górna 01,54.325188900112,18.618312716366,132
137,Olszynka - Szkoła 02,54.341838317545,18.668939423559,137
139,Górki Zachodnie 01,54.354795353842,18.782096536528,139
153,Niedźwiednik 01,54.38002931415,18.559479696185,153
154,Oliwa ZOO 01,54.413526419218,18.535171030335,154
161,Osowa PKP 03,54.420590458644,18.451931326658,161
163,Maćkowy 02,54.307475670796,18.613155949409,163
172,Smęgorzyno 01,54.342130089266,18.473160872626,172
175,Św. Wojciech 01,54.284788793509,18.637992000536,175
202,Oliwa 03,54.409679860125,18.567134865364,202
203,Zaspa 03,54.39987504029,18.595557800698,203
204,Zaspa 04,54.399277581755,18.594899411517,204
220,Chełm Witosa 01,54.337737413345,18.617787095713,220
310,Muzeum II Wojny Światowej 01,54.357383511448,18.659285676678,310
314,Wrzeszcz PKP 01,54.3812784027,18.6052237689,314
359,Jelitkowo 05,54.423136615393,18.593995206557,359
1000,Plac Solidarności 03,54.358384373199,18.647422894646,1000
1019,Dworzec Główny 10,54.355645143327,18.645255393155,1019
1030,Brama Wyżynna 03,54.350517419788,18.646456689009,1030
1031,Cygańska Góra 03,54.359135320303,18.617887733975,1031
1035,Pomorskie Szkoły Rzemiosł 04,54.360647998013,18.613459275713,1035
1043,Bajki 01,54.356344809079,18.6818470167,1043
1047,Kaczeńce - Sienna 01,54.358690356243,18.697768999707,1047
1054,Stogi 06,54.361568630064,18.717249760973,1054
1058,Steczka 02,54.359860309135,18.740156268367,1058
1063,Łowicka 01,54.355054637984,18.770801269411,1063
1066,Łowicka 02,54.355201341518,18.77047012043,1066
1079,Przystań Żeglugi 01,54.404065946454,18.681574482339,1079
1088,Żarnowiecka 02,54.345570273549,18.678791491455,1088
1091,Przetoczna 01,54.360702001758,18.672827539246,1091
1098,Kujawska 02,54.376479759138,18.670071558365,1098
1100,Mostek 01,54.349363089677,18.67454577863,1100
1101,Miałki Szlak 02,54.348873227127,18.684129770259,1101
1105,Błonia 02,54.351224791119,18.704157630045,1105
1116,Domeyki 01,54.34504897374,18.611563031195,1116
1120,Chrobrego 02,54.387988192565,18.617201901905,1120
1126,Meissnera 01,54.401565402444,18.603255644757,1126
1131,Radosna 01,54.344595683861,18.829236491962,1131
1133,Kanałowa 02,54.342738579315,18.839458232818,1133
1135,Pole Namiotowe 02,54.342313545231,18.864559008432,1135
1138,Orlinki 01,54.340253968598,18.886450566348,1138
1139,Orlinki 02,54.340125981284,18.886841750335,1139
1140,Kwiatowa 01,54.339402971459,18.893817191185,1140
1141,Kwiatowa 02,54.339180458056,18.894459324567,1141
1146,Węgorzowa 01,54.336149562657,18.925503478205,1146
1147,Węgorzowa 02,54.335997937969,18.92609566717,1147
1151,Świbnieńska I 02,54.329416428977,18.932825244797,1151
1157,Przegalińska 02,54.309933490672,18.924270726977,1157
1169,Migdałowa 01,54.341995936554,18.58330620169,1169
1177,Tęczowa 02,54.348161701169,18.810675378923,1177
1181,Ornitologów 02,54.349272935136,18.797643927865,1181
1191,Muzeum Narodowe 02,54.344468071702,18.648802800932,1191
1193,Wróbla 01,54.340547270095,18.657981069657,1193
1200,Zaroślak 01,54.341624500982,18.642672285619,1200
1201,Zaroślak 02,54.34184358902,18.642382793807,1201
1207,Sandomierska 02,54.332400192033,18.634370586651,1207
1213,Nowiny 02,54.317587522494,18.629469839184,1213
1214,Urząd Dozoru Technicznego 01,54.315805305835,18.629357069316,1214
1217,Niegowska 02,54.302789559272,18.630812460318,1217
1222,Ostróżek 01,54.291792325441,18.636177232398,1222
1223,Św. Wojciech 02,54.286323144142,18.637842709524,1223
1227,Ptasia 02,54.330324238334,18.627998662346,1227
1248,Pohulanka 03,54.348484284835,18.637185883491,1248
1249,Pohulanka 04,54.34890597809,18.636684628936,1249
1254,Chałubińskiego 03,54.34219950661,18.617944391905,1254
1261,Bema 01,54.350729130124,18.632009293736,1261
1265,Siedlce 06,54.348584410626,18.606695130872,1265
1276,Zwierzyniecka 01,54.341550316386,18.555837118344,1276
1288,Transportowców 01,54.359430640722,18.491417151504,1288
1307,Kiełpino - Szkoła 02,54.339579287075,18.507843158833,1307
1311,Cmentarz Łostowicki 01,54.340129277922,18.601032308445,1311
1312,Kielecka 01,54.333911024228,18.592149121011,1312
1314,Przemyska 03,54.333442353819,18.596145366635,1314
1318,Orląt Lwowskich 01,54.323047810284,18.602811210631,1318
1320,Niepołomicka 01,54.320196436166,18.595057318118,1320
1331,Płowce 02,54.356006851366,18.630212676517,1331
